gai	gai,gãi,gài,gại,gái
an-noi	ăn nói
coi-doi	cõi đời
bao-mat	bảo mật
bao-mau	bảo mẫu
tieu-doan	tiểu đoàn
to-gan	to gan
cach-ly	cách ly
vu-cong	vũ công
dang-phai	đảng phái
to-mom	to mồm
tuong-ta	tướng tá
ngu-xuan	ngu xuẩn
di-ban	dị bản
vai-voc	vải vóc
lo-lung	lơ lửng
thao-duoc	thảo dược
hoa-ra	hóa ra
phan-chuong	phân chuồng
cuc-doan	cực đoan
mang-oi	màng ối
suot-muot	sướt mướt
sach-do	sách đỏ
muc-thuoc	mực thước
ngau-hung	ngẫu hứng
ngu-nghe	ngủ nghê
thui-thui	thui thủi
ky-binh	kỵ binh
toi-thuong	tối thượng
da-thuc	đa thức
kiem-hiep	kiếm hiệp
biet-phai	biệt phái
co-giat	co giật
don-bay	đòn bẩy
cua-mo	cửa mở
long-nguc	lồng ngực
co-giao	cô giáo
co-gian	co giãn
duoc-tue	đuốc tuệ
nong-nac	nồng nặc
quat-may	quạt máy
sinh-benh	sinh bệnh
nha-tro	nhà trọ
nho-tho	nhỏ thó
tram-tu	trầm tư
vien-phi	viện phí
sach-nhieu	sách nhiễu
tinh-ngu	tính ngữ,tỉnh ngủ
ban-tang	ban tặng,bần tăng
co-ngu	cổ ngữ
trang-treo	trăng treo,trắng trẻo
chap-canh	chắp cánh
xung-dien	xung điện
quenh-quang	quềnh quàng
hat-noi	hát nói
duyen-hai	duyên hải
mo-xe	mổ xẻ
bach-lo	bạch lộ
xot-ruot	xót ruột
nang-quai	nắng quái
lien-bo	liên bộ
tinh-ngo	tỉnh ngộ
dan-phong	dân phòng
ho-chuoi	hổ chuối
rung-choi	rừng chồi
vay-ep	vây ép
chan-phe	chán phè
dai-thuot	dài thượt
gia-lao	già lão
tong-toc	tòng tọc,tông tốc,tông tộc,tồng tộc
thuon-thuon	thuồn thuỗn
vat-li	vật lí
do-doi	dở dói
thai-binh	Thái Bình
dai-bai	đại bại
bang-dang	băng đăng,băng đảng
tho-cung	thờ cúng
lang-lang	lang lảng,lâng lâng,lẳng lặng
khen-khet	khen khét
lua-mach	lúa mạch
thai-uy	thái úy
not-den	nốt đen
doi-am	đối ẩm
quoc-tang	quốc tang,quốc táng
kim-don	kim đơn
te-le	tế lễ
loi-nhoi	loi nhoi
xi-ro	xi rô
ke-kich	kê kích
tre-pheo	tre pheo
tam-huyet	tâm huyết
cuc-vang	cúc vàng
tien-le	tiền lẻ,tiền lệ
cho-ma	chó má
bet-be	bét be
ngat-ngu	ngất ngư
quat-cuong	quật cường
khu-vuc	khu vực
tot-phuc	tốt phúc
boc-bach	bộc bạch
gieng-hai	giêng hai
dang-dan	đăng đàn
banh-banh	bành bạnh
kinh-trong	kính trọng
mu-mi	mụ mị,mủ mỉ
banh-bang	bánh bàng
nuoc-rong	nước ròng
kim-giu	kìm giữ
mu-mo	mù mờ
tre-phep	trễ phép
lam-bo	làm bộ
noi-day	nổi dậy
nhip-nhang	nhịp nhàng
mau-trang	máu trắng
goc-canh	góc cạnh
chet-yeu	chết yểu
xuong-doc	xuống dốc
nguy-binh	ngụy binh
sau-cay	sâu cay
trong-den	tròng đen
phan-chia	phân chia
am-luat	âm luật
thung-xe	thùng xe
huong-thien	hướng thiện
dao-vo	dao vọ
xiet-bao	xiết bao
hong-hong	hong hóng
tim-than	tím than
nhan-dam	nhàn đàm
hoa-dang	hoa đăng
nguyen-lanh	nguyên lành
tai-phiet	tài phiệt
khung-cui	khung cửi
hoan-doi	hoán đổi
bung-beo	bủng beo
thien-tu	thiên tư
cut-ngun	cụt ngủn
dai-loai	đại loại
chi-si	chí sĩ
khai-pha	khai phá
yeu-qui	yêu quí
thuy-quan	thủy quân,thuỷ quân
dac-ki	đặc kĩ
thi-the	thi thể
co-cong	cố công
sieu-tan	siêu tần
lan-lung	lăn lưng
nghia-hiep	nghĩa hiệp
ngu-me	ngủ mê
dua-lua	dừa lửa
hau-tuoc	hầu tước
ngoan-ngoeo	ngoằn ngoèo
den-trui	đen trũi
mo-pham	mô phạm
ngua-nghe	ngứa nghề
sach-den	sách đen
meo-mo	méo mó
han-thuc	hàn thực
chui-dong	chửi đổng
dau-ta	dầu ta
xuong-don	xương đòn
tam-cap	tam cấp
ca-phen	cá phèn
ngon-an	ngon ăn
can-duoi	cận dưới
tuong-linh	tướng lĩnh
thuyen-lan	thuyền lan
trat-tu	trật tự
tap-san	tập san
luat-su	luật sư
giay-nay	giãy nảy,giẫy nẩy
toa-sen	tòa sen
thap-nien	thập niên
toi-nghiep	tội nghiệp
nong-do	nồng độ
lo-co	lò cò,lỡ cỡ
kin-nhe	kín nhẽ
xin-xo	xin xỏ
buoi-dao	bưởi đào
dang-tai	đăng tải
an-hai	ăn hại
my-nhan	mỹ nhân
thanh-than	thanh thản,thánh thần
bau-ngung	bầu ngưng
mat-cua	mạt cưa
ke-thay	kệ thây
co-hu	cơ hữu,cố hữu
ngo-nghech	ngờ nghệch
trang-bi	trang bị
cua-da	cua đá
cua-de	cua dẽ
xe-rao	xé rào
xam-lang	xâm lăng
dinh-chien	đình chiến
de-an	đề án
phien-am	phiên âm
tieu-tung	tiêu tùng
nong-tiet	nóng tiết
so-hang	số hạng
thai-tu	thái tử
nam-huong	nấm hương
nang-ky	nặng ký
dinh-gia	định giá
ma-vuong	ma vương
coc-can	cộc cằn
khuyen-nong	khuyến nông
ki-ro	kị rơ
ngu-hanh	ngũ hành
thu-tu	thư từ,thủ từ,thủ tự,thứ tư,thứ tự
tat-bat	tất bật
sang-loang	sáng loáng
chai-luoi	chài lưới
trau-ngo	trâu ngố
ma-moc	ma mộc
thu-cung	thú cưng
khao-luan	khảo luận
thi-truong	thị trường,thị trưởng
bay-gio	bây giờ,bấy giờ
tia-lia	tía lia
tieu-hoc	tiểu học
tao-tau	táo tàu
trung-si	trung sĩ
tinh-thanh	tỉnh thành
lon-lao	lộn lạo,lớn lao
ngon-nghe	ngón nghề
chim-lim	chìm lỉm
nhoi-nhoi	nhoi nhói
nhung-nhuc	nhung nhúc,nhưng nhức
tao-tac	táo tác
cuong-doat	cưỡng đoạt
ngoc-hoang	Ngọc Hoàng
tao-tan	tảo tần
cung-thanh	cung thánh
dan-kim	đàn kìm
dan-lat	đan lát
den-lay	đen láy
phi-doi	phi đội
loat-choat	loắt choắt
can-bo	cán bộ
dac-dung	đặc dụng
xanh-mat	xanh mắt
phong-su	phóng sự
tinh-xao	tinh xảo
co-xua	cổ xưa
can-ba	cặn bã
dai-doan	đại đoàn
dieu-le	điều lệ
tay-trong	tay trong
rach-buom	rách bươm
ma-luc	ma lực,mã lực
khai-trien	khai triển
toi-khan	tối khẩn
quoc-doanh	quốc doanh
mot-vai	một vài
do-giang	đò giang
ngoe-nguay	ngoe nguẩy
loi-lo	lời lỗ
tui-hon	tủi hờn
chang-cheo	chằng chéo
bao-hai	báo hại
dai-phu	đại phu
qui-khach	quí khách
so-du	số dư
bao-ham	bao hàm
be-ngoai	bề ngoài
so-do	so đo,so đọ,sơ đồ,số đo,sổ đỏ
cau-duong	cầu đường
dai-binh	đại binh
he-met	hệ mét
phan-thuc	phân thức
pho-dung	phổ dụng
ban-do	bán độ,bản đồ
nhan-nghia	nhân nghĩa
oan-hon	oan hồn,oán hờn
hoc-hoi	học hỏi
boi-lap	bồi lấp
tiet-muc	tiết mục
at-giap	ất giáp
trong-luc	trọng lực
thanh-bach	thanh bạch
so-it	số ít
de-tai	đề tài
dom-ngo	dòm ngó
chac-lep	chắc lép
phach-lac	phách lác
bu-dap	bù đắp
dap-diem	đắp điếm
tham-nien	thâm niên
gay-gat	gay gắt
hao-luy	hào lũy
gay-gay	gây gấy
sut-giam	sụt giảm
vo-dung	vô dụng
lu-loa	lu loa
vo-phuc	vô phúc
phan-phuc	phản phúc
gon-gon	gòn gọn,gờn gợn
ha-hoc	há hốc
luc-bat	lục bát
ca-nganh	cá ngạnh
ton-tho	tôn thờ,tổn thọ
quy-pham	quy phạm
hoan-tra	hoàn trả
thong-nhut	thống nhứt
bop-tran	bóp trán
bia-tuoi	bia tươi
ngap-ngua	ngập ngụa
sit-mui	sịt mũi
giam-quoc	giám quốc
so-tham	sơ thẩm
cong-dong	cộng đồng
xa-lo	xa lộ
thu-sinh	thư sinh,thứ sinh
tre-hoa	trẻ hóa
quy-phai	quý phái
nhat-an	nhật ấn
ha-hoi	hà hơi
chuc-thu	chúc thư
bach-hop	bách hợp
manh-dan	mạnh dạn
xa-la	xa lạ
tam-thu	tạm thu
thuy-nang	thủy năng
chuc-tho	chúc thọ
pha-hoai	phá hoại
lang-nhang	làng nhàng,lăng nhăng,lằng nhằng,lẳng nhẳng,lẵng nhẵng
tong-pham	tòng phạm
nau-bep	nấu bếp
cong-veo	cong veo
nha-sach	nhà sách
khen-tang	khen tặng
cung-dien	cung điện
bach-hoa	bách hóa
uy-tin	uy tín
chinh-hinh	chỉnh hình
cham-khac	chạm khắc
chet-xac	chết xác
du-dinh	dự định
doi-phuong	đối phương
dung-dau	đụng đầu
kin-dao	kín đáo
hoa-thieu	hỏa thiêu
thach-quyen	thạch quyển
cay-up	cày úp
cham-kham	chạm khảm
phan-khich	phấn khích,phẫn khích
mu-tri	mưu trí
khan-dong	khăn đóng
leo-lat	leo lắt
ruou-nep	rượu nếp
huyt-sao	huýt sáo
danh-tiet	danh tiết
ha-gian	hả giận
nghien-ngam	nghiền ngẫm
dao-keo	dao kéo
um-tum	um tùm
bien-chung	biến chủng,biến chứng,biện chứng
hoa-tang	hỏa táng
tiet-dien	tiết diện
hop-am	hợp âm
phe-tich	phế tích
muc-nuoc	mức nước
don-vi	đơn vị
hanh-huong	hành hương
van-mieu	Văn Miếu
nghien-ngau	nghiến ngấu
coi-tuc	cõi tục
vong-an	vong ân
chien-hao	chiến hào
chien-ham	chiến hạm
ham-chua	hàm chứa
xe-gip	xe gíp
lai-do	lái đò
tang-am	tăng âm
tang-an	tàng ẩn
cha-noi	cha nội
canh-phong	canh phòng
ca-tru	ca trù
bi-luy	bi lụy
sa-sut	sa sút
ca-nghi	cả nghĩ
do-hon	đỏ hỏn
tu-truyen	tự truyện
hoa-long	hóa lỏng
mia-chi	mía chi
ca-tre	cá trê
dan-than	dấn thân,dẫn thân
cha-dap	chà đạp
ca-tra	cá tra
hinh-bong	hình bóng
tu-dong	tù đọng,tự động
la-cai	lá cải
mien-la	miễn là
the-trong	thể trọng
cu-non	cụ non
trang-mieng	tráng miệng
bo-khuyet	bổ khuyết
trang-kien	tráng kiện
tri-khon	trí khôn
ben-le	bên lề
ngan-qui	ngân quĩ
tong-luc	tổng lực
chau-chuc	chầu chực
dem-toi	đêm tối
nhuenh-nhoang	nhuếnh nhoáng
phong-tinh	phong tình,phỏng tính
bom-thu	bom thư
luc-buc	lục bục
tho-dia	thổ địa
xu-xoa	xu xoa
truong-ca	trường ca
phu-dung	phù dung
luan-de	luận đề
thong-kho	thống khổ
am-thanh	âm thanh
trong-ngao	tròng ngao
quy-trong	quý trọng
moi-roi	mới rồi
qua-suc	quá sức
ket-du	kết dư
nguyen-canh	nguyên canh
xich-dong	xích đông
duong-cat	đường cát
xung-yeu	xung yếu
boc-gioi	bốc giời
hieu-dung	hiệu dụng
quoc-lui	quốc lủi
dong-quy	đồng quy
to-to	tồ tồ
phu-luc	phụ lục
hoa-tinh	hóa tính
khoa-so	khóa số,khóa sổ
phan-li	phân li
dem-chac	đếm chác
de-xuat	đề xuất
tan-duong	tán dương
kho-khoc	khô khốc
ky-uc	ký ức
thanh-yen	thanh yên
bao-ho	bảo hộ
bao-hi	báo hỉ
chuoi-but	chuối bụt
tam-phuc	tâm phúc
dien-toan	điện toán
loan-luan	loạn luân
com-dia	cơm đĩa
cuc-trang	cúc trắng
noi-chien	nội chiến
bao-hy	báo hỷ
diem-dan	diêm dân
diem-dam	điềm đạm
thong-tin	thông tin
dieu-cay	điếu cày
huong-gi	huống gì
ca-ra	cà rà,cà rá
rua-toi	rửa tội
khuay-dao	khuấy đảo
van-chuyen	vận chuyển
kech-xu	kếch xù
tan-luc	tận lực
gang-tac	gang tấc
ca-ri	ca ri,cà ri
ca-ro	ca rô,cá rô
cam-nghi	cảm nghĩ
quan-jean	quần jean
gang-tay	găng tay,găng tây
quan-sat	quan sát
nhan-dao	nhân đạo
nhan-dan	nhân dân
nhan-roi	nhàn rỗi
phan-do	phân độ
vang-tin	vắng tin
tap-tang	tập tàng
ngo-hem	ngõ hẻm
nhe-nhai	nhễ nhại
bong-bay	bóng bay,bóng bẩy
hoi-co	hồi cố
hai-li	hải li,hải lí
lam-qua	làm quà
thuoc-cong	thước cong
danh-tuong	danh tướng
ao-khoac	áo khoác
nam-tram	nam trầm
tran-tinh	trấn tĩnh
cau-ne	câu nệ
bong-ban	bóng bàn
hai-ly	hải ly,hải lý
sac-mui	sặc mùi
tai-thiet	tái thiết
non-gan	non gan
ngoat-ngoeo	ngoắt ngoéo,ngoặt ngoẹo
ep-long	ép lòng
hang-say	hăng say
dan-dum	dăn dúm,đàn đúm
hat-tieu	hạt tiêu
xi-bet	xí bệt
dieu-ap	điều áp
ninh-hot	nịnh hót
xa-xoi	xa xôi
tien-ong	tiên ông
xoay-chuyen	xoay chuyển
benh-tinh	bệnh tình
buong-trung	buồng trứng
ret-buot	rét buốt
giao-vien	giáo viên
tieng-noi	tiếng nói
nam-tuoi	năm tuổi
hoa-may	họa may
thuy-truc	thủy trúc
nhuc-ma	nhục mạ
van-lung	vần lưng
linh-nghiem	linh nghiệm
phong-thap	phong thấp
ngu-gioi	ngũ giới
chiem-cu	chiếm cứ
chu-hoa	chủ hòa
ki-cop	ki cóp
chu-hon	chủ hôn
loi-tieu	lợi tiểu
debit-card	debit card
cam-quyen	cầm quyền
buon-thiu	buồn thiu
ron-ron	rờn rợn
hoat-tuong	hoạt tượng
khoa-truong	khoa trương,khoa trường
khao-chung	khảo chứng
tre-tho	trẻ thơ
dien-loan	điên loạn
ngam-nghia	ngắm nghía
su-sai	sư sãi
thien-nhien	thiên nhiên
phong-thai	phong thái
ngua-mieng	ngứa miệng
chiem-trung	chiêm trũng
co-duc	cô đúc
thuong-tang	thượng tầng
lam-truong	lâm trường
hu-van	hư văn
lac-lao	lấc láo
qua-giang	quá giang
dam-net	đậm nét
thu-lao	thù lao
giau-su	giàu sụ,giầu sụ
doan-phi	đoàn phí
trong-manh	trống mảnh
chia-ba	chĩa ba
chinh-thuc	chính thức
phan-de	phản đế,phản đề
ao-tuong	ảo tưởng,ảo tượng
yeu-doi	yêu đời
lau-linh	láu lỉnh
ngan-kho	ngân khố
long-dong	long đong
linh-chi	linh chi
thay-boi	thầy bói
nam-va	nằm vạ
phun-phut	phùn phụt
con-chay	con chạy
lu-vong	lưu vong
kim-bang	kim băng
trung-diem	trung điểm
danh-lon	đánh lộn
rac-thai	rác thải
tu-khuynh	từ khuynh
dao-kiem	đao kiếm
xa-kep	xà kép
phi-nhieu	phì nhiêu
con-chau	con cháu
ong-tu	ông từ
day-ray	đầy rẫy
rieng-le	riêng lẻ
lang-dong	lắng đọng
vang-tanh	vắng tanh
bao-hanh	bạo hành,bảo hành
ngang-ngua	ngang ngửa
kim-ham	kìm hãm
dat-chan	đặt chân
an-kieng	ăn kiêng
li-lom	lì lợm
ui-cha	úi chà
canh-giac	cảnh giác
dang-dai	dằng dai
the-theo	thể theo
thuy-quyen	thủy quyển
lap-xap	lấp xấp,lắp xắp
xi-lanh	xi lanh
phan-muc	phân mục
tron-trung	trợn trừng
ba-nguyet	bà nguyệt
dang-dac	dằng dặc
xoi-ngo	xôi ngô
danh-cam	danh cầm
de-bien	đê biển
me-ke	mẹ kế
sinh-loi	sinh lợi
hom-minh	hợm mình
dang-dap	dáng dấp
chia-lia	chia lìa
than-coc	than cốc
san-giat	sản giật
sam-nam	sắm nắm
truyen-co	truyện cổ
day-nam	đầy năm
cuoc-goi	cuộc gọi
chinh-the	chính thể,chỉnh thể
muc-kich	mục kích
hut-hit	hút hít
phan-quyen	phân quyền
chim-ngap	chìm ngập
ga-dong	gà đồng
duong-nhiem	đương nhiệm
thuong-vien	thượng viện
phan-quyet	phán quyết
giau-sang	giàu sang,giầu sang
mat-hot	mắt hột
mon-mon	mơn mởn
qua-khich	quá khích
ngut-ngan	ngút ngàn
phien-dien	phiến diện
dao-xoi	đào xới
con-nit	con nít
chung-hung	chưng hửng
sang-say	sàng sảy
khoai-lac	khoái lạc
nhap-cuc	nhập cục
nhap-nhoa	nhấp nhóa,nhập nhòa
hu-ngan	hữu ngạn
hong-cau	hồng cầu
het-hoi	hết hơi
rang-rang	ràng ràng,ràng rạng
ruoi-lang	ruồi lằng
het-lac	hét lác
xuyen-khung	xuyên khung
gieo-rac	gieo rắc
thau-dau	thầu dầu
dui-cui	dùi cui
bon-rut	bòn rút
bap-chan	bắp chân
lac-cac	lấc cấc,lắc cắc
cha-la	chà là,chả là
oan-trai	oan trái
ca-lam	cà lăm,cá lầm
buc-xuc	bức xúc
nem-dia	ném đĩa
khat-khao	khát khao
sang-mat	sáng mắt
dinh-san	đình sản
ngoai-tiet	ngoại tiết
tra-thu	trả thù
ca-lac	cá lạc
lo-von	lỗ vốn
ho-menh	hộ mệnh
ngoai-giao	ngoại giao
lap-bap	lập bập,lắp bắp
thong-ke	thống kê
tien-doan	tiên đoán
tuoc-doat	tước đoạt
vu-cao	vu cáo
trom-cuop	trộm cướp
deo-duoi	đeo đuổi
kich-hoat	kích hoạt
nhan-xet	nhận xét
bai-bai	bai bải
tram-kha	trầm kha
siem-ninh	siểm nịnh
ho-phap	hộ pháp
giam-sut	giảm sút
bai-ban	bài bản
bac-ha	bạc hà,Bắc Hà
duyet-binh	duyệt binh
bai-bac	bài bác,bài bạc
quen-bang	quên bẵng
vien-dan	viện dẫn
truoc-kia	trước kia
thuoc-kep	thước kẹp
dat-dieu	đặt điều
bai-bay	bài bây
cheo-queo	chèo queo
hoang-tuong	hoang tưởng
thuong-tinh	thương tình,thường tình
bat-ngo	bất ngờ
mau-chong	mau chóng
am-xiu	ẩm xìu
hieu-chinh	hiệu chỉnh
thanh-thien	thánh thiện
duy-danh	duy danh
van-kho	văn khố
mem-mai	mềm mại
nhu-tu	nhừ tử
phu-thu	phụ thu
dien-ro	điên rồ
nguoi-nguoi	người người
ghe-luon	ghe lườn
lap-cong	lập công
hiem-tro	hiểm trở
quy-luat	quy luật
rech-rac	rếch rác
trung-phuong	trùng phương
tan-van	tản văn
tru-phu	trù phú
chung-kien	chứng kiến
but-bi	bút bi
to-hong	tô hồng,tơ hồng
phong-ngua	phòng ngừa
tien-mat	tiền mặt
cot-so	cột số
tho-ren	thợ rèn
cuoi-cheo	cưới cheo
so-thi	sở thị
banh-canh	bánh canh
dang-chang	đắng chằng
don-dao	đôn đáo
thuoc-nuoc	thuốc nước
suyt-nua	suýt nữa
chan-hang	chân hàng
day-chuyen	dây chuyền
tanh-rao	tạnh ráo
thoat-thai	thoát thai
khuyet-thieu	khuyết thiếu
ca-khia	cà khịa
dong-chai	đóng chai
ke-khai	kê khai
nghi-mat	nghỉ mát
bat-moi	bắt mối
bao-gio	bao giờ
lop-ngop	lóp ngóp
ban-rong	bán rong
uyen-ngu	uyển ngữ
he-toc	hệ tộc
sieu-thi	siêu thị
nho-dai	nhỏ dại
phoi-phoi	phơi phới
kiet-li	kiết lị
bao-gia	báo giá
hai-bao	hải báo
hoa-hau	hoa hậu
ca-hue	ca huế
phuc-kiem	phúc kiểm
kinh-hai	kinh hãi
duong-quy	đương quy
cai-cuc	cải cúc
xa-gan	xa gần
noi-ngot	nói ngọt
lai-vang	lai vãng
cam-phan	cam phận,căm phẫn
phim-nhua	phim nhựa
ha-nang	hạ nang
ho-de	hồ dễ,hộ đê
dam-thoai	đàm thoại
noi-ngoa	nói ngoa
an-pham	ấn phẩm
rao-ruc	rạo rực
lam-nham	lam nham,lảm nhảm,lẩm nhẩm
lam-thinh	làm thinh
mot-dan	mọt dân
ho-do	hồ đồ
len-ngoi	lên ngôi
lung-lay	lung lay,lừng lẫy
cu-do	cứu độ
lam-nghiep	lâm nghiệp
thu-muc	thư mục
truong-quay	trường quay
thuong-nong	thưởng nóng
thang-tuot	thẳng tuột
suc-keo	sức kéo
cong-pha	công phá
lao-xuoc	láo xược
heo-hat	heo hắt,héo hắt
danh-mui	đánh mùi
vien-si	viện sĩ
liu-riu	liu riu,líu ríu
muoi-mat	muối mặt,muỗi mắt
cho-mong	chờ mong
ngai-ngai	ngai ngái,ngài ngại
thuy-tho	thủy thổ,thuỷ thổ
cheo-keo	chèo kéo
ngheo-nan	nghèo nàn
cong-phu	công phu
duc-tin	đức tin
lung-lac	lung lạc
da-nguyen	đa nguyên
tinh-net	tính nết
phong-tho	phong thổ
oam-oap	oàm oạp
ngan-thu	ngàn thu
chung-chac	chững chạc
chuc-mung	chúc mừng
hung-do	hung đồ
thong-dong	thong dong,thông đồng
man-kich	màn kịch
tu-duy	tư duy
lay-lung	lẫy lừng
cai-sua	cai sữa,cải sửa
thay-giao	thầy giáo
don-dau	đón dâu,đón đầu,đớn đau
tu-duc	tứ đức
suc-bun	sục bùn
kieu-mau	kiểu mẫu
chau-gioi	chầu giời
son-he	sơn hệ
lau-dai	lâu dài
hung-du	hung dữ
do-dam	dò dẫm
nhem-nhep	nhem nhép
thu-mua	thu mua
do-dan	dớ dẩn,đỏ đắn,đờ đẫn,đỡ đần
that-tinh	thất tình,thật tình
dao-dien	đạo diễn,đảo điên,đảo điện
so-set	sợ sệt
tri-oc	trí óc
nha-bat	nhà bạt
mai-mai	mai mái,mài mại,mãi mãi
cai-trang	cải trang
kien-nghi	kiên nghị,kiến nghị
do-day	dơ dáy,đó đây
nha-bao	nhà báo
giai-dap	giải đáp
xoi-moi	xoi mói
leu-teu	lêu têu
chu-mon	chữ môn
nhem-nhem	nhem nhẻm
lan-dung	lăn đùng
reng-reng	reng reng
xau-so	xấu số
cai-thia	cải thìa
guong-mat	gương mặt
nhap-dinh	nhập định
cam-tinh	cảm tình,cảm tính,cầm tinh
gia-tuong	giả tưởng
guong-may	guồng máy
uon-khuc	uốn khúc
tri-nao	trí não
vat-the	vật thể
da-nhan	dã nhân
da-tiet	đa tiết
ke-nhiem	kế nhiệm
dia-gioi	địa giới
xoanh-xoach	xoành xoạch
chuong-khi	chướng khí
ngoao-op	ngoáo ộp
xe-om	xe ôm
chau-ngoc	châu ngọc
hoi-cai	hối cải
nha-vuon	nhà vườn
tran-thu	trấn thủ
nuoc-lanh	nước lạnh
giay-son	giấy sơn
nha-dam	nhà đám
chiem-nghiem	chiêm nghiệm
tiet-nieu	tiết niệu
cu-vien	cứu viện
triu-trit	trĩu trịt
tay-thuoc	tay thước
hop-thoi	hợp thời
anh-nuoi	anh nuôi
duoc-dien	dược điển
lam-du	làm dữ
the-tran	thế trận
thuy-chien	thủy chiến,thuỷ chiến
anh-oi	ánh ỏi
tuong-ung	tương ứng
cat-ma	cất mả
thi-hung	thi hứng
treu-tuc	trêu tức
trai-lai	trái lại
cat-mo	cất mộ
xuat-the	xuất thế
manh-mom	mạnh mồm
con-xo	con xỏ
phac-do	phác đồ
nhat-gai	nhát gái
nhat-gan	nhát gan
khoi-huong	khói hương
nhi-cai	nhị cái
thuy-to	thủy tổ
thuy-ta	thủy tạ
dam-truong	dặm trường
nong-lam	nông lâm
tuyen-chien	tuyên chiến
luoi-ga	lưỡi gà
nghin-nghit	nghìn nghịt
vi-tu	vị từ
don-da	đon đả
huyet-thu	huyết thư
khanh-thanh	khánh thành
day-dua	dây dưa
me-cung	mê cung
bao-dung	bao dung
co-sao	cớ sao
su-ky	sử ký
loai-nguoi	loài người
vo-hon	vô hồn
day-dut	day dứt
co-sat	cố sát
phan-chi	phẫn chí
khi-hu	khí hư
thoi-gian	thời gian
so-thuoc	sở thuộc
sac-mau	sắc màu,sặc máu
le-te	le te,lè tè,lẻ tẻ
co-nhan	có nhân,cố nhân,cổ nhân
hoi-ngo	hội ngộ
xap-xoe	xập xòe
non-nong	nôn nóng
lang-mang	láng máng
vu-qui	vu qui
lung-cung	lủng củng
chay-toi	chạy tội
noi-hat	nội hạt
mach-ngam	mạch ngầm
banh-thanh	bánh thánh
khung-long	khủng long
noi-hap	nồi hấp
ngoi-chieu	ngói chiếu
khoac-ao	khoác áo
goi-ta	gợi tả
ki-xao	kĩ xảo
dan-xep	dàn xếp,đàn xếp
chan-nuoi	chăn nuôi
ghe-mem	ghế mềm
long-thanh	lòng thành,Long Thành
phan-trac	phản trắc
trang-da	trắng dã
cua-be	cua bể,cửa bể
nguy-trang	ngụy trang
dam-xoe	đầm xòe
gao-coi	gạo cội
vo-tam	vô tâm
thiet-hai	thiệt hại
mat-goc	mất gốc
qua-dat	quả đất
cai-tao	cải tạo
phat-bong	phát bóng
thiet-bi	thiết bì,thiết bị
bun-thang	bún thang
bam-giap	bầm giập
da-troi	da trời
may-va	may vá
ngo-ngoe	ngo ngoe
ha-bac	hạ bạc
re-rung	rẻ rúng
cam-thu	căm thù,cảm thụ,cầm thú
nghin-thu	nghìn thu
bay-buom	bay bướm
ha-ban	hạ bạn
chet-troi	chết trôi
tich-cop	tích cóp
nien-han	niên hạn
chu-chien	chủ chiến
venh-venh	vênh vênh
tau-nhanh	tàu nhanh
trong-dung	trọng dụng
dai-chien	đại chiến
ro-ram	rờ rẫm
bang-dinh	băng dính
lay-ray	lây rây
chi-chang	chị chàng
than-van	than vãn
hoi-so	hội sở
noi-ngang	nói ngang
hiep-dong	hiệp đồng
de-danh	để dành
ha-ma	hà mã
tran-chau	trân châu
ngot-bui	ngọt bùi
ro-ray	rọ rạy
loa-nhoa	lòa nhòa
dam-say	đắm say
truc-thuoc	trực thuộc
tieu-chay	tiêu chảy
that-ngon	thất ngôn
dang-uy	đảng ủy
hoa-nghiem	hóa nghiệm
bat-quai	bát quái
ren-cap	rèn cặp
ho-cot	hổ cốt
cam-khau	cấm khẩu
chu-toa	chủ tọa
chan-quy	chân quỳ
chom-chom	chôm chôm,chơm chởm,chồm chỗm
gian-lan	gian lận
chan-que	chân quê
chom-chop	chòm chọp
cam-khai	cảm khái
tai-tham	tái thẩm
gian-lay	giận lẫy
khat-vong	khát vọng
